Engine,No. of Cylinders,Valves Per Cylinder,Valve Configuration,Fuel Supply System,Fuel Type,Engine Type,Emission Norm Compliance,Kerb Weight,Drive Type,Transmission,Power
1498 cc,4.0,4.0,DOHC,Direct Injection,Diesel,i DTEC Diesel Engine,BS IV,1175 kg,FWD,Manual,97.9 bhp
1199 cc,3.0,4.0,,,Petrol,PURETECH 110,BS VI 2.0,1267-1275 kg,FWD,Manual,108.62 bhp
1896 cc,4.0,4.0,,,Diesel,In-Line Engine,,1459 kg,,Automatic,
2179 cc,4.0,4.0,DOHC,Direct Injection,Diesel,mHawk Diesel Engine,BS IV,1840 kg,FWD,Manual,140 bhp
2494 cc,4.0,4.0,DOHC,Electronic Fuel Injection(EFI),Petrol,2AR FXE Petrol Engine,BSIV,1625 kg,FWD,Automatic,158.2 bhp
1497 cc,4.0,4.0,,,Diesel,1.5l Turbocharged Revotorq,BS VI,1250 kg,,Manual,113.42 bhp
1498 cc,4.0,4.0,DOHC,Direct Injection,Diesel,TDI Diesel Engine,BS IV,1163 kg,FWD,Manual,88 bhp
1197 cc,4.0,4.0,,,Petrol,1.2 L K Series Engine,BS VI 2.0,925-955 kg,FWD,Manual,88.50 bhp
1197 cc,3.0,4.0,,MPFi,Petrol,TCMPFi,BS VI 2.0,,FWD,Manual,108.62 bhp
1197 cc,4.0,4.0,,,Petrol,K Series Dual jet,BS VI,875-905 kg,,Automatic,88.50 bhp
1497 cc,3.0,4.0,DOHC,Direct Injection,Petrol,Ti-VCT Petrol Engine,BS IV,1320 kg,FWD,Automatic,121.36 bhp
2179 cc,4.0,4.0,DOHC,Direct Injection,Diesel,mHawk Diesel Engine,BS IV,1825 kg,FWD,Automatic,152.87 bhp
1497 cc,4.0,4.0,SOHC,PGM-Fi,Petrol,i VTEC Engine,BS VI,1080 kg,FWD,Automatic,117.6 bhp
999 cc,3.0,4.0,,Direct Injection,Petrol,1.0 L TSI Petrol,BS VI,1160-1215 kg,FWD,Manual,113.98 bhp
1199 cc,3.0,4.0,,,Petrol,1.2l Turbocharged Revotron Engine,BS VI,1375 kg,,Manual,118.36 bhp
999 cc,3.0,4.0,DOHC,TSI,Petrol,1.0L TSI Petrol,BS VI,1072 kg,FWD,Manual,108.62 bhp
1197 cc,4.0,4.0,DOHC,MPFI,Petrol,1.2L VVT Engine,BS VI,910-935 kg,FWD,Automatic,81.80 bhp
1497 cc,4.0,4.0,SOHC,PGM-Fi,Petrol,i VTEC Engine,BS IV,1080 kg,FWD,Automatic,117.6 bhp
1498 cc,4.0,4.0,DOHC,Multi Point Fuel Injection,Petrol,1.5L Petrol,BS VI,1315 kg,FWD,Manual,104.55 bhp
1248 cc,4.0,4.0,DOHC,CRDi,Diesel,DDiS 200 Diesel Engine,BS IV,1195 kg,FWD,Automatic,88.5 bhp
1199 cc,4.0,4.0,SOHC,,Petrol,i-VTEC,BS VI,945-957 kg,,Automatic,88.50 bhp
2198 cc,4.0,4.0,,,Diesel,mHawk,BS VI 2.0,,FWD,Automatic,182 bhp
1969 cc,4.0,4.0,,,Petrol,2.0 litre petrol Engine,BS VI,1640 kg,FWD,Automatic,187.40 bhp
1995 cc,4.0,4.0,DOHC,CRDi,Diesel,Diesel Engine,BS IV,1550 kg,FWD,Automatic,188 bhp
1482 cc,4.0,4.0,,GDi,Petrol,Smartstream G1.5 T-GDi,BS VI 2.0,,2WD,Automatic,157.81 bhp
1493 cc,4.0,4.0,DOHC,CRDi,Diesel,1.5 L U2 CRDi Diesel,BS VI 2.0,1565 kg,2WD,Manual,113.45 bhp
1999 cc,4.0,4.0,,,Petrol,mStallion,BS VI 2.0,,FWD,Manual,197 bhp
999 cc,3.0,4.0,,,Petrol,1.0 TSI Petrol,BS VI 2.0,1219-1252 kg,FWD,Automatic,114 bhp
1969 cc,4.0,4.0,DOHC,CRDI,Diesel,Turbo Diesel Engine,Euro VI,1652 kg,FWD,Automatic,190 bhp
1493 cc,4.0,4.0,DOHC,CRDi,Diesel,1.5 L U2 CRDi Diesel,BS VI 2.0,1505 kg,2WD,Manual,113.98 bhp
1493 cc,4.0,4.0,DOHC,CRDi,Diesel,1.5 L U2 CRDi Diesel,BS VI,1565 kg,,Manual,113.45 bhp
1950 cc,4.0,4.0,,,Diesel,OM 651 DE 22 LA,BS VI 2.0,1570 kg,AWD,Automatic,187.74 bhp
2755 cc,4.0,4.0,DOHC,Direct Injection,Diesel,2.8 L Diesel engine,BS VI 2.0,,2WD,Automatic,201.15 bhp
2996 cc,6.0,4.0,,,Petrol,3.0-LITRE V6 BITURBO ENGINE,BS VI,1945 kg,,Automatic,384.87 bhp
2925 cc,6.0,4.0,,,Diesel,3.0-litre diesel,BS VI,2505 kg,AWD,Automatic,325.86 bhp
1998 cc,4.0,4.0,DOHC,Direct Injection,Petrol,TwinPower Turbo 4 Cylinder Petrol Engine,BS VI,"1,520 kg",RWD,Automatic,254.79 bhp
1993 cc,4.0,4.0,,,Diesel,OM654 Turbocharged I4,BS VI 2.0,,AWD,Automatic,265.52 bhp
2925 cc,6.0,4.0,DOHC,CRDI,Diesel,V Type Engine,BS VI,2150 kg,AWD,Automatic,325.8 bhp
2925 cc,6.0,4.0,,,Diesel,,BS VI 2.0,,AWD,Automatic,362.07 bhp
1198 cc,3.0,4.0,DOHC,CRDi,Diesel,mFALCON D75 Engine,BS IV,1095 kg,FWD,Manual,77 bhp
1199 cc,4.0,4.0,SOHC,MPFi,Petrol,i-VTEC Petrol Engine,BS VI,905 kg,FWD,Manual,88.76 bhp
1198 cc,3.0,4.0,DOHC,MPFI,Petrol,mFALCON G80 Engine,BS IV,935 kg,FWD,Manual,82 bhp
998 cc,3.0,4.0,DOHC,,CNG,K10B Engine,BS IV,960 kg,FWD,Manual,58.16 bhp
2998 cc,6.0,4.0,DOHC,CRDI,Petrol,TwinPower Turbo 6-cylinder engine,BS VI,2370 kg,AWD,Automatic,335.25 bhp
1997 cc,4.0,4.0,,,Diesel,TD4  Engine,BS VI 2.0,2003 kg,AWD,Automatic,201.15 bhp
2755 cc,4.0,4.0,DOHC,Direct Injection,Diesel,2.8 L Diesel engine,BS VI,2300 kg,4WD,Manual,201.15 bhp
1968 cc,4.0,4.0,DOHC,CRDI,Diesel,In Line Diesel Engine,Euro V,1735 kg,FWD,Automatic,187.74 bhp
2199 cc,4.0,4.0,,CRDi,Diesel,D2.2L VGT Diesel,BS VI,2270 kg,2WD,Automatic,197.26 bhp
1197 cc,4.0,4.0,,,Petrol,1.2 l Kappa petrol,BS VI,1170 kg,,Manual,81.80 bhp
2143 cc,4.0,4.0,DOHC,CRDi,Diesel,In-Line Engine,Euro V,1650 kg,RWD,Automatic,201.15 bhp
1493 cc,4.0,4.0,,DHOC,Diesel,1.5 U2 CRDi Diesel,BS VI 2.0,,FWD,Automatic,114 bhp
2400 cc,5.0,4.0,,CRDi,Diesel,Twin Turbo Diesel Engine,Euro V,2150 kg,AWD,Manual,200 bhp
2184 cc,4.0,4.0,,,Diesel,mHawk 130 CRDe,BS VI 2.0,,4WD,Automatic,130.07 bhp
2198 cc,4.0,4.0,,,Diesel,mHAWK,BS VI 2.0,,FWD,Manual,182 bhp
1796 cc,4.0,4.0,,,Petrol,In-Line Engine,,1585 kg,RWD,Automatic,186 bhp
1197 cc,4.0,4.0,DOHC,MPFI,Petrol,K Series VVT Engine,BS VI,870 kg,,Manual,81.80 bhp
1248 cc,4.0,4.0,DOHC,CRDI,Diesel,DDiS Diesel Engine,BS IV,955 kg,FWD,Manual,74 bhp
1498 cc,4.0,4.0,DOHC,Direct Injection,Diesel,Diesel Engine,BS IV,1182 kg,FWD,Automatic,103.52 bhp
1499 cc,4.0,4.0,DOHC,Direct Injection,Petrol,Ti-VCT Petrol Engine,BS IV,1040-1130 kg,FWD,Automatic,110.4 bhp
1197 cc,4.0,4.0,DOHC,MPFI,Petrol,K Series Petrol Engine,BS IV,970 kg,FWD,Manual,85.8 bhp
999 cc,3.0,4.0,DOHC,MPFi,Petrol,Petrol Engine,,710 kg,FWD,Automatic,67 bhp
1197 cc,4.0,4.0,DOHC,MPFI,Petrol,K Series VVT Engine,BS IV,865 kg,FWD,Manual,81.80 bhp
1197 cc,4.0,4.0,DOHC,MPFI,Petrol,VVT Petrol Engine,,910 kg,FWD,Automatic,83.1 bhp
1498 cc,4.0,4.0,DOHC,MPFI,Petrol,XH2 Petrol Engine,BS IV,1005 kg,FWD,Manual,97.6 bhp
1199 cc,3.0,4.0,DOHC,MPFI,Petrol,MPI Petrol Engine,BS IV,1030 kg,FWD,Manual,74 bhp
1582 cc,4.0,4.0,DOHC,CRDI,Diesel,U2 VGT Diesel Engine,BS IV,1270 kg,FWD,Manual,126.32 bhp
1591 cc,4.0,4.0,DOHC,MPFI,Petrol,VTVT Petrol Engine,BS IV,1270 kg,FWD,Manual,121.4 bhp
1498 cc,4.0,4.0,DOHC,EFIC,Petrol,HR15 Petrol Engine,BS IV,1022 kg,FWD,Manual,97.7 bhp
936 cc,3.0,4.0,DOHC,Direct Injection,Diesel,SMARTECH Diesel Engine,BS IV,1025 kg,FWD,Manual,56.3 bhp
1196 cc,4.0,4.0,,,Petrol,G12B,BS VI,940 kg,,Manual,72.41 bhp
1197 cc,4.0,4.0,DOHC,MPFI,Petrol,1.2L VVT Engine,BS VI,865-890 kg,FWD,Manual,81.80 bhp
1196 cc,4.0,4.0,DOHC,MPFi,Petrol,In-Line Engine,BS IV,928 kg,RWD,Manual,73 bhp
1196 cc,4.0,4.0,DOHC,MPFi,CNG,In-Line Engine,BS IV,1050 kg,RWD,Manual,61.7 bhp
2523 cc,4.0,4.0,,,Diesel,m2DiCR 4 Cyl 2.5L,BS VI 2.0,1620 kg,RWD,Manual,65.03 bhp
796 cc,3.0,4.0,DOHC,CNG,CNG,F8D Engine,BS IV,720 kg,FWD,Manual,47.3 bhp
998 cc,3.0,4.0,,MPFi,Petrol,K10B Petrol Engine,BS IV,835s kg,FWD,Manual,67 bhp
1995 cc,4.0,4.0,DOHC,CRDI,Diesel,e- VGT R 2.0 Diesel,BS IV,1617 kg,4WD,Automatic,182.46 bhp
1498 cc,4.0,4.0,,Direct Injection,Petrol,1.5 L TSI Petrol,BS VI,1258 kg,FWD,Manual,147.52 bhp
,,,,,Electric,,ZEV,,FWD,Automatic,73.75 bhp
1197 cc,4.0,4.0,,MPFI,Petrol,K Series VVT Engine,BS IV,970 kg,FWD,Manual,85.8 bhp
,,,,,Electric,,ZEV,1316 kg,FWD,Automatic,56.21 bhp
1995 cc,4.0,4.0,DOHC,CRDi,Diesel,TwinPower Turbo 4-cylinder engine,BS VI,1690 kg,AWD,Automatic,187.7 bhp
1197 cc,4.0,4.0,DOHC,DEDST,Petrol,Kappa VTVT Petrol Engine,BS IV,935 kg,FWD,Manual,82 bhp
1396 cc,4.0,4.0,DOHC,CRDi,Diesel,U2 CRDI Engine,BS VI,1240 kg,FWD,Manual,88.7 bhp
1461 cc,4.0,4.0,DOHC,CRDI,Diesel,dCi THP Diesel Engine,BS IV,1210 kg,AWD,Manual,108.45 bhp
1462 cc,4.0,4.0,DOHC,MPFI,Petrol,k15B VVT Engine,BS IV,1045 kg,FWD,Manual,103.25 bhp
1497 cc,4.0,4.0,,MPI,Petrol,SMARTSTREAM G1.5,BS VI,1335 kg,FWD,Manual,113.43 bhp
1197 cc,4.0,4.0,SOHC,MPFI,Petrol,1.2-Litre VVT Petrol Engi,BS IV,835 kg,FWD,Manual,81.80 bhp
999 cc,3.0,4.0,DOHC,MPFI,Petrol,MPI Petrol Engine,BS IV,1050 kg,FWD,Manual,75 bhp
1591 cc,4.0,4.0,DOHC,MPFi,Petrol,VTVT Petrol Engine,BS VI,1280 kg,FWD,Manual,121.3 bhp
1248 cc,4.0,4.0,DOHC,CRDi,Diesel,DDiS 200 Diesel Engine,BS IV,1185 kg,FWD,Manual,88.5 bhp
998 cc,3.0,4.0,,,Petrol,K10C,BS VI,736-775 kg,FWD,Manual,65.71 bhp
1199 cc,4.0,4.0,SOHC,MPFi,Petrol,i-VTEC Petrol Engine,BS IV,924 kg,FWD,Manual,88.76 bhp
2179 cc,4.0,4.0,DOHC,CRDi,Diesel,DICOR Engine,BS IV,1850 kg,RWD,Manual,138.03 bhp
1248 cc,4.0,4.0,DOHC,CRDI,Diesel,DDIS 200 Engine,BS IV,1115 kg,FWD,Manual,88.5 bhp
1197 cc,4.0,4.0,SOHC,MPFI,Petrol,1.2-Litre VVT Petrol Engi,BS IV,825 kg,FWD,Manual,81.80 bhp
1199 cc,3.0,4.0,DOHC,MPFi,Petrol,Revotron Engine,,1035-1062 kg,FWD,Manual,83.81 bhp
1197 cc,4.0,4.0,DOHC,MPFI,Petrol,VVT Petrol Engine,BS IV,880 kg,FWD,Manual,83.1 bhp
1086 cc,4.0,3.0,SOHC,MPFI,Petrol,1.1 L Petrol,BS VI,1050 kg,FWD,Manual,68.05 bhp
1197 cc,3.0,4.0,,,Petrol,Z12E,BS VI 2.0,920-960 kg,FWD,Manual,80 bhp
1194 cc,3.0,4.0,DOHC,Direct Injection,Petrol,Ti-VCT Petrol Engine,BS VI,1016-1033 kg,FWD,Manual,94.93 bhp
1198 cc,4.0,4.0,SOHC,MPFi,Petrol,i-VTEC Petrol Engine,BS IV,965 kg,FWD,Manual,86.7 bhp
1497 cc,4.0,4.0,SOHC,PGM-Fi,Petrol,i VTEC Engine,BS VI,1088 kg,FWD,Manual,117.6 bhp
1086 cc,4.0,3.0,DOHC,,CNG,,BS IV,1070 kg,FWD,Manual,58 bhp
999 cc,3.0,4.0,DOHC,Direct Injection,Petrol,1.0L TSI Petrol,BS VI,1112-1138 kg,FWD,Manual,108.62 bhp
1197 cc,4.0,4.0,DOHC,MPFI,Petrol,VTVT Petrol Engine,BS IV,1180 kg,FWD,Manual,81.86 bhp
1497 cc,4.0,4.0,SOHC,PGM-Fi,Petrol,i VTEC Engine,BS IV,1065 kg,FWD,Automatic,117.3 bhp
1197 cc,4.0,4.0,DOHC,MPFI,Petrol,K Series VVT Engine,BS IV,855 kg,FWD,Manual,81.80 bhp
1199 cc,4.0,4.0,,,Petrol,i-VTEC,BS VI 2.0,934 kg,FWD,Manual,88.50 bhp
1197 cc,4.0,4.0,DOHC,MPFI,Petrol,K Series VVT Engine,BS IV,945 kg,FWD,Manual,83.14 bhp
1582 cc,4.0,4.0,DOHC,CRDi,Diesel,VGT Diesel Engine,BS IV,1329 kg,FWD,Automatic,126.24 bhp
1199 cc,3.0,4.0,DOHC,MPFi,Petrol,Revotron Engine,BS IV,980 kg,FWD,Manual,84 bhp
1798 cc,4.0,4.0,DOHC,EFI,Petrol,2ZR-FE Petrol Engine,BS IV,1185 kg,FWD,Automatic,138.03 bhp
1496 cc,4.0,4.0,DOHC,EFI,Petrol,1.5 Dual VVT-i Engine,,1135 kg,FWD,Automatic,105.5 bhp
1497 cc,4.0,4.0,SOHC,PGM-Fi,Petrol,i VTEC Engine,BS IV,1100 kg,FWD,Automatic,117.6 bhp
998 cc,3.0,4.0,,,Petrol,1.0 Turbo GDI,BS VI,1210 kg,,Automatic,118.41 bhp
1462 cc,4.0,4.0,,,Petrol,K15C Smart Hybrid,BS VI,1130 kg,,Manual,101.65 bhp
1582 cc,4.0,4.0,DOHC,CRDi,Diesel,U2 VGT CRDi Diesel Engine,,1200 kg,FWD,Manual,126.2 bhp
2199 cc,4.0,4.0,,CRDi,Diesel,D2.2L VGT Diesel,BS VI,2320 kg,2WD,Automatic,197.26 bhp
1498 cc,4.0,4.0,DOHC,CRDI,Diesel,1.5 litre Diesel Engine,,1072 kg,FWD,Manual,98.63 bhp
1199 cc,3.0,4.0,DOHC,MPFi,Petrol,Revotron Engine,BS IV,1012 kg,FWD,Manual,83.83 bhp
998 cc,3.0,4.0,,,Petrol,1.0 l Turbo GDi petrol,BS VI,1220 kg,,Automatic,118.41 bhp
1197 cc,4.0,4.0,DOHC,MPFI,Petrol,1.2L Kappa Dual VTVT Petr,BS IV,1120 kg,FWD,Manual,81.86 bhp
1496 cc,3.0,4.0,,,Petrol,1.5 L Petrol Engine,BS VI,1221 kg,FWD,Manual,120.69 bhp
1498 cc,4.0,4.0,DOHC,CRDI,Diesel,TDI Diesel Engine,BS IV,1238 kg,FWD,Automatic,108.6 bhp
1496 cc,4.0,4.0,DOHC,EFI,Petrol,1.5 Dual VVT-i Engine,BS VI,1135 kg,FWD,Automatic,105.94 bhp
1199 cc,4.0,4.0,SOHC,PGM - Fi,Petrol,i-VTEC Petrol Engine,BS IV,1062 kg,FWD,Automatic,88.7 bhp
1120 cc,3.0,4.0,DOHC,CRDI,Diesel,U2 CRDI Diesel Engine,BS IV,1120 kg,FWD,Manual,71 bhp
1198 cc,3.0,4.0,DOHC,MPFI,Petrol,mFALCON G80 Engine,BS IV,975 kg,FWD,Manual,82 bhp
1364 cc,4.0,2.0,SOHC,CRDi,Diesel,D-4D Diesel Engine,BS IV,1030 kg,FWD,Manual,67.06 bhp
1591 cc,4.0,4.0,DOHC,MPFI,Petrol,VTVT Petrol Engine,BS IV,1250 kg,FWD,Manual,121.3 bhp
799 cc,3.0,4.0,DOHC,MPFi,Petrol,0.8L Petrol Engine,BS VI,750 kg,FWD,Manual,53.64 bhp
1498 cc,4.0,4.0,DOHC,EFI,Petrol,HR15 Petrol Engine,BS IV,1080 kg,FWD,Manual,97.6 bhp
1198 cc,4.0,4.0,SOHC,PGM - Fi,Petrol,i-VTEC Engine,BS IV,930 kg,FWD,Manual,86.8 bhp
1298 cc,4.0,4.0,SOHC,MPFI,Petrol,In-Line Engine,Bharat Stage IV,1025 kg,2 WD,Manual,85.8 bhp
1197 cc,4.0,4.0,DOHC,Direct Injection,Petrol,Kappa VTVT Petrol Engine,BS IV,1160 kg,FWD,Manual,82 bhp
1582 cc,4.0,4.0,DOHC,CRDi,Diesel,U2 VGT Diesel Engine,BS IV,1255 kg,FWD,Manual,126.2 bhp
1199 cc,4.0,4.0,,,Petrol,1.2L i-VTEC,BS VI 2.0,952-986 kg,FWD,Automatic,89 bhp
1462 cc,4.0,4.0,,,Petrol,K15C With Mild Hybrid System,BS VI 2.0,1185-1210 kg,FWD,Automatic,101.64 bhp
1462 cc,4.0,4.0,DOHC,,Petrol,K15 Smart Hybrid Petrol Engine,BS VI,1110 kg,FWD,Manual,103.25 bhp
1498 cc,4.0,4.0,DOHC,Direct Injection,Diesel,i DTEC Diesel Engine,BS IV,1150 kg,FWD,Manual,98.6 bhp
1493 cc,4.0,4.0,DOHC,Common rail direct injection,Diesel,1.5 l diesel CRDi engine,BS VI,1675 kg,,Automatic,113.98 bhp
1582 cc,4.0,4.0,DOHC,CRDI,Diesel,U2 VGT Diesel Engine,BS IV,1250 kg,FWD,Manual,126.32 bhp
1047 cc,3.0,4.0,DOHC,CRDi,Diesel,Revotorq Engine,BS IV,1050 kg,FWD,Manual,69 bhp
1199 cc,4.0,4.0,SOHC,MPFi,Petrol,i-VTEC Petrol Engine,BS VI,945 kg,FWD,Automatic,88.76 bhp
1248 cc,4.0,4.0,DOHC,CRDi,Diesel,DDiS 200 Diesel Engine,BS IV,1210 kg,FWD,Manual,88.5 bhp
2494 cc,4.0,4.0,DOHC,CRDi,Diesel,2KD-FTV Diesel Engine,BS IV,1675 kg,RWD,Manual,100.6 bhp
1497 cc,4.0,4.0,DOHC,MPi,Petrol,1.5 L MPi Petrol,BS VI,1430 kg,,Manual,113.18 bhp
1497 cc,4.0,4.0,,,Diesel,1.5L Turbocharged Revotorq,BS VI 2.0,,FWD,Automatic,113.31 bhp
1497 cc,4.0,4.0,,,Diesel,1.5 l Turbocharged Revotorq,BS VI,1105 kg,,Manual,88.77 bhp
999 cc,3.0,4.0,DOHC,MPI,Petrol,1.0L MPI Petrol,BS VI,1015 kg,FWD,Manual,75.10 bhp
1197 cc,4.0,4.0,DOHC,Direct Injection,Petrol,Kappa VTVT Petrol Engine,BS IV,1120 kg,FWD,Manual,82 bhp
1197 cc,4.0,4.0,DOHC,MPFI,Petrol,Kappa VTVT Petrol Engine,BS VI,1140 kg,FWD,Manual,81.86 bhp
999 cc,3.0,4.0,DOHC,MPFI,Petrol,MPI Petrol Engine,BS IV,1039 kg,FWD,Manual,75 bhp
1199 cc,4.0,4.0,SOHC,MPFi,Petrol,i-VTEC Petrol Engine,BS VI,917 kg,FWD,Manual,88.76 bhp
1248 cc,4.0,4.0,DOHC,CRDI,Diesel,DDIS 200 Engine,BS IV,1135 kg,FWD,Manual,88.5 bhp
1498 cc,4.0,4.0,DOHC,PGM-FI,Diesel,i-DTEC Engine,BS IV,1246 kg,FWD,Manual,98.6 bhp
796 cc,3.0,4.0,,,Petrol,F8D Petrol Engine,BS VI,755 kg,,Manual,47.33 bhp
1197 cc,4.0,4.0,DOHC,MPFI,Petrol,K Series VVT Engine,BS IV,935 kg,FWD,Manual,83.14 bhp
799 cc,3.0,4.0,DOHC,MPFi,Petrol,0.8L Petrol Engine,BS IV,770 kg,2WD,Manual,53.64 bhp
999 cc,3.0,4.0,DOHC,MPFi,Petrol,Petrol Engine,,765 kg,FWD,Manual,67 bhp
1198 cc,3.0,4.0,DOHC,MPFI,Petrol,mFALCON G80 Engine,BSIV,1115 kg,FWD,Manual,82 bhp
1598 cc,4.0,4.0,DOHC,MPFI,Petrol,In Line Petrol Engine,BS IV,1130 kg,FWD,Manual,103.6 bhp
1364 cc,4.0,2.0,SOHC,CRDi,Diesel,D-4D Diesel Engine,BS IV,1015 kg,FWD,Manual,67.05 bhp
1956 cc,4.0,4.0,,,Diesel,2.0L Turbocharged Diesel,BS VI,1900 kg,FWD,Manual,167.67 bhp
796 cc,3.0,4.0,DOHC,MPFi,Petrol,F8D Petrol Engine,BS IV,762 kg,FWD,Manual,47.3 bhp
1248 cc,4.0,4.0,DOHC,CRDi,Diesel,Quadrajet Engine,BS IV,1155 kg,FWD,Manual,88.7 bhp
1956 cc,4.0,4.0,,,Diesel,,BS IV,1525 kg,FWD,Manual,167.68 bhp
1199 cc,3.0,4.0,,,Petrol,1.2L Revotron,BS VI 2.0,,FWD,Manual,86.79 bhp
1199 cc,3.0,4.0,,,Petrol,1.2 l Revotron Engine,BS VI 2.0,,FWD,Manual,86.63 bhp
1497 cc,4.0,4.0,DOHC with VIS,MPi,Petrol,1.5 l MPi petrol,BS VI,1180 kg,,Manual,113.18 bhp
1462 cc,4.0,4.0,,,Petrol,K15C Smart Hybrid,BS VI,1140 kg,,Manual,101.65 bhp
1497 cc,4.0,4.0,DOHC,MPi,Petrol,1.5 L MPi Petrol,BS VI,1450 kg,,Automatic,113.18 bhp
998 cc,3.0,4.0,,,CNG,K10C,BS VI 2.0,,FWD,Manual,55.92 bhp
1499 cc,4.0,4.0,DOHC,Direct Injection,Petrol,Ti-VCT Petrol Engine,BS IV,1200 kg,FWD,Manual,110.4 bhp
1493 cc,4.0,4.0,DOHC,CRDi,Diesel,1.5L U2 CRDi,BS VI 2.0,,FWD,Manual,114 bhp
2393 cc,4.0,4.0,DOHC,CRDi,Diesel,2.4L Diesel Engine,BS VI,1840 kg,RWD,Manual,148 bhp
2494 cc,4.0,4.0,DOHC,CRDI,Diesel,In-Line Engine,Bharat Stage III,1660 kg,,Manual,
796 cc,3.0,4.0,,,Petrol,F8D Petrol Engine,BS VI,757 kg,,Manual,47.33 bhp
1198 cc,3.0,4.0,DOHC,Electronic Injection System,Petrol,Petrol Engine,BS IV,845 kg,FWD,Manual,67.06 bhp
1591 cc,4.0,4.0,DOHC,MPFI,Petrol,VTVT Petrol Engine,,1300 kg,FWD,Manual,121.3 bhp
1199 cc,4.0,4.0,SOHC,MPFi,Petrol,i-VTEC Petrol Engine,BS IV,1084 kg,FWD,Manual,88.7 bhp
1197 cc,4.0,4.0,,,Petrol,K12N,BS VI 2.0,835 kg,FWD,Manual,88.50 bhp
1598 cc,4.0,4.0,DOHC,,Diesel,DDiS 320 Diesel Engine,BS IV,1250 kg,FWD,Manual,118 bhp
1498 cc,4.0,4.0,DOHC,Direct Injection,Diesel,TDI Diesel Engine,BS IV,1142 kg,FWD,Manual,88 bhp
1493 cc,4.0,4.0,DOHC,CRDi,Diesel,1.5L U2 CRDi,BS VI 2.0,,FWD,Automatic,114 bhp
1498 cc,4.0,4.0,,,Petrol,i-VTEC,BS VI 2.0,1259 kg,FWD,Manual,119 bhp
1197 cc,4.0,4.0,DOHC,Direct Injection,Petrol,TSI Petrol Engine,BS IV,1164 kg,FWD,Automatic,103.2 bhp
814 cc,3.0,3.0,SOHC,MPFI,Petrol,Petrol Engine,BSIV,910 kg,FWD,Manual,55.2 bhp
1150 cc,4.0,2.0,SOHC,SEFI,Petrol,In-Line Engine,Bharat Stage III,1075 kg,FWD,Manual,
1248 cc,4.0,4.0,DOHC,CRDI,Diesel,Diesel,BS IV,1100 kg,FWD,Manual,73.9 bhp
995 cc,4.0,2.0,SOHC,SEFI,Petrol,In-Line Engine,Bharat Stage IV,840 kg,FWD,Manual,62 bhp
1199 cc,3.0,4.0,,,Petrol,1.2 L Revotron,BS VI,1190 kg,,Automatic,86.83 bhp
1462 cc,4.0,4.0,,,CNG,K15C,BS VI 2.0,1275 kg,FWD,Manual,86.63 bhp
1591 cc,4.0,4.0,DOHC,MPFi,Petrol,VTVT Petrol Engine,,1300 kg,FWD,Automatic,121.3 bhp
1199 cc,3.0,4.0,,,Petrol,1.2 l Revotron,BS VI 2.0,,FWD,Manual,87 bhp
2179 cc,4.0,4.0,DOHC,Direct Injection,Diesel,mHawk Diesel Engine,BS IV,1860 kg,FWD,Manual,140 bhp
1493 cc,3.0,4.0,,,Diesel,mHAWk100,BS VI,1505 kg,RWD(with MTT),Manual,100 bhp
1248 cc,4.0,4.0,,CRDI,Diesel,DDiS Diesel Engine,BS IV,1050 kg,FWD,Manual,74 bhp
1582 cc,4.0,4.0,DOHC,CRDi,Diesel,U2 CRDI VGT Engine,BS VI,1320 kg,FWD,Automatic,126.2 bhp
1497 cc,4.0,4.0,,,Diesel,1.5L KRYOJET,BS VI 2.0,,FWD,Manual,116 bhp
1199 cc,3.0,4.0,,,Petrol,1.2 L REVOTRON,BS VI 2.0,,FWD,Manual,118 bhp
2143 cc,4.0,4.0,DOHC,CRDi,Diesel,In Line Diesel Engine,BS IV,1570 kg,FWD,Automatic,134.1 bhp
1198 cc,3.0,4.0,DOHC,Electronic Fuel Injection,Petrol,In Line Petrol Engine,BS IV,940 kg,FWD,Manual,75 bhp
1199 cc,3.0,4.0,,,Petrol,1.2l Turbocharged Revotron Engine,BS VI 2.0,1310 kg,,Automatic,118.35 bhp
1199 cc,3.0,4.0,,,Petrol,1.2l Turbocharged Revotron Engine,BS VI,1200 kg,,Manual,118.35 bhp
1997 cc,4.0,4.0,SOHC,PGM-FI (Programmed Fuel Injection),Petrol,i-VTEC Petrol Engine,BS IV,1505 kg,FWD,Automatic,153.86 bhp
999 cc,3.0,4.0,,MPFi,Petrol,1.0L Energy,BS VI 2.0,,FWD,Automatic,71 bhp
1198 cc,3.0,4.0,DOHC,Electronic Injection System,Petrol,Naturally Aspirated 12V,BS VI,886 kg,FWD,Manual,67.05 bhp
796 cc,3.0,4.0,,,Petrol,F8D Petrol Engine,BS VI,762 kg,,Manual,47.33 bhp
998 cc,3.0,4.0,DOHC,,Petrol,K10B Petrol Engine,BS IV,870 kg,FWD,Manual,67.04 bhp
1197 cc,3.0,4.0,DOHC,MPFI,Petrol,1.2 Petrol Engine,BS IV,1435 kg,FWD,Manual,110 bhp
1956 cc,4.0,4.0,,,Diesel,Kryotec 2.0 L Turbocharged Engine,BS VI 2.0,1675 kg,,Manual,167.67 bhp
1199 cc,3.0,4.0,,,Petrol,1.2 L REVOTRON,BS VI 2.0,,FWD,Automatic,118 bhp
