Mileage,Engine,Kerb Weight,Fuel,Transmission Type,Power,No. of Cylinders,Registration Year
18 kmpl,1497 cc,1085 kg,Petrol,Automatic,117.3 bhp,4.0,Feb 2015
17.9 kmpl,2143 cc,2150 kg,,Automatic,201.15 bhp,4.0,May 2018
17.71 kmpl,1197 cc,930 kg,Petrol,Manual,78.9 bhp,4.0,Dec 2017
19.12 kmpl,1373 cc,1010 kg,Petrol,Automatic,91.1 bhp,4.0,Jul 2015
19.12 kmpl,1373 cc,1030 kg,Petrol,Automatic,91.1 bhp,4.0,May 2018
18 kmpl,1497 cc,1085 kg,Petrol,Automatic,117.3 bhp,4.0,Oct 2015
25.2 kmpl,1248 cc,960 kg,Diesel,Manual,74 bhp,4.0,Mar 2014
20.73 kmpl,1373 cc,1030 kg,Petrol,Manual,91.1 bhp,4.0,Sept 2017
18.6 kmpl,1197 cc,1066 kg,Petrol,Manual,81.83 bhp,4.0,May 2016
18 kmpl,1497 cc,1065 kg,Petrol,Automatic,117.3 bhp,4.0,May 2014
19.12 kmpl,1373 cc,1010 kg,Petrol,Automatic,91.1 bhp,4.0,Nov 2015
21.4 kmpl,1197 cc,880 kg,Petrol,Manual,83.1 bhp,4.0,May 2018
14.3 kmpl,1598 cc,1180 kg,Petrol,Automatic,103.6 bhp,4.0,Jun 2014
21.4 kmpl,1197 cc,870 kg,Petrol,Manual,83.1 bhp,4.0,May 2017
21.4 kmpl,1197 cc,890 kg,Petrol,Manual,83.1 bhp,4.0,Jun 2017
16.93 kmpl,1197 cc,1178 kg,Petrol,Automatic,103.6 bhp,4.0,Jun 2014
18.3 kmpl,1199 cc,945 kg,Petrol,Automatic,88.76 bhp,4.0,Jan 2020
18 kmpl,1482 cc,,Petrol,Automatic,158 bhp,4.0,Apr 2025
,2755 cc,1830 kg,Diesel,Automatic,171.5 bhp,4.0,Mar 2017
,2393 cc,1880 kg,Diesel,Manual,148 bhp,4.0,Jan 2022
16.2 kmpl,1199 cc,1030 kg,Petrol,Manual,74 bhp,3.0,Sept 2015
17.8 kmpl,1198 cc,955 kg,Petrol,Manual,86.7 bhp,4.0,Oct 2017
20.89 kmpl,1197 cc,835 kg,Petrol,Manual,81.80 bhp,4.0,Sept 2019
17.8 kmpl,1497 cc,1065 kg,Petrol,Manual,117.3 bhp,4.0,Jul 2016
21.4 kmpl,1197 cc,880 kg,Petrol,Manual,83.1 bhp,4.0,Dec 2015
20.73 kmpl,1373 cc,1030 kg,Petrol,Manual,91.1 bhp,4.0,Mar 2017
18.6 kmpl,1498 cc,1107-1153 kg,Petrol,Manual,119.35 bhp,4.0,Jul 2014
21.4 kmpl,1197 cc,880 kg,Petrol,Manual,83.1 bhp,4.0,Feb 2018
18.6 kmpl,1197 cc,1066 kg,Petrol,Manual,81.83 bhp,4.0,Feb 2019
19 kmpl,1194 cc,1036 kg,Petrol,Manual,94.68 bhp,3.0,May 2019
18.6 kmpl,1197 cc,1066 kg,Petrol,Manual,81.83 bhp,4.0,Dec 2014
23.08 kmpl,1461 cc,690 kg,Diesel,Manual,63.1 bhp,4.0,Jun 2017
18 kmpl,1497 cc,1065 kg,Petrol,Automatic,117.3 bhp,4.0,Aug 2016
21.4 kmpl,1197 cc,890 kg,Petrol,Manual,83.1 bhp,4.0,Feb 2017
21.21 kmpl,1197 cc,860-895 kg,Petrol,Manual,81.80 bhp,4.0,Jul 2017
18.16 kmpl,1196 cc,1040-1130 kg,Petrol,Manual,86.8 bhp,4.0,Jun 2018
15.5 kmpl,1198 cc,995 kg,Petrol,Automatic,86.7 bhp,4.0,Oct 2015
20 kmpl,999 cc,947 kg,Petrol,Manual,72 bhp,3.0,Oct 2020
18.9 kmpl,1197 cc,935 kg,Petrol,Manual,82 bhp,4.0,Apr 2015
18.16 kmpl,1196 cc,1040-1130 kg,Petrol,Manual,86.8 bhp,4.0,Dec 2018
18.6 kmpl,1197 cc,1066 kg,Petrol,Manual,81.83 bhp,4.0,Sept 2015
20.89 kmpl,1197 cc,835 kg,Petrol,Manual,81.80 bhp,4.0,Dec 2019
21.01 kmpl,1197 cc,890 kg,Petrol,Manual,81.80 bhp,4.0,Oct 2021
14 kmpl,1497 cc,1430 kg,Petrol,Manual,113.18 bhp,4.0,Oct 2020
,1493 cc,1595 kg,Diesel,Automatic,114.41 bhp,4.0,Jan 2023
12.34 kmpl,1451 cc,1640 kg,,Automatic,141 bhp,4.0,Mar 2023
,2393 cc,1810 kg,Diesel,Manual,147.8 bhp,4.0,Jun 2018
,1991 cc,1525 kg,Petrol,Automatic,183 bhp,4.0,Dec 2017
,2755 cc,1880 kg,Diesel,Automatic,171.5 bhp,4.0,Dec 2016
18.4 kmpl,1498 cc,1153 kg,Petrol,Automatic,119.35 bhp,4.0,Feb 2024
,1968 cc,1640 kg,Diesel,Automatic,187.74 bhp,4.0,Sept 2017
11.74 kmpl,2987 cc,2175 kg,,Automatic,254.8 bhp,6.0,Feb 2015
19.5 kmpl,1597 cc,1725 kg,Diesel,Automatic,118.3 bhp,4.0,Oct 2018
18.4 kmpl,1482 cc,,,Automatic,157.57 bhp,4.0,Mar 2024
18.1 kmpl,1498 cc,1670 kg,Diesel,Automatic,113.42 bhp,4.0,Aug 2022
14 kmpl,1497 cc,1450 kg,Petrol,Automatic,113.18 bhp,4.0,Aug 2024
12.95 kmpl,1999 cc,1560 kg,Petrol,Automatic,150.19 bhp,4.0,Jul 2021
18.4 kmpl,1482 cc,,,Automatic,157.57 bhp,4.0,Aug 2024
17.7 kmpl,1497 cc,,,Automatic,113.18 bhp,4.0,Dec 2024
,2199 cc,2270 kg,Diesel,Automatic,197.26 bhp,4.0,Mar 2020
,2755 cc,1880 kg,Diesel,Automatic,171.5 bhp,4.0,Oct 2018
12.34 kmpl,1451 cc,,Petrol,Automatic,141.04 bhp,4.0,Dec 2024
18.1 kmpl,1498 cc,1670 kg,Diesel,Automatic,113.42 bhp,4.0,Jan 2022
,2199 cc,2195 kg,Diesel,Automatic,197.2 bhp,4.0,Jul 2021
18.1 kmpl,1493 cc,1670 kg,Diesel,Automatic,113.98 bhp,4.0,Apr 2022
15.38 kmpl,1995 cc,1640 kg,Diesel,Automatic,182.37 bhp,4.0,Oct 2020
,2143 cc,1585 kg,Diesel,Automatic,136 bhp,4.0,Jun 2016
,1493 cc,1630 kg,Diesel,Automatic,114.41 bhp,4.0,Sept 2022
18.1 kmpl,1493 cc,1565 kg,Diesel,Automatic,113.98 bhp,4.0,Mar 2022
,1999 cc,2064 kg,Diesel,Automatic,147.5 bhp,4.0,Aug 2017
18 kmpl,1493 cc,1540 kg,Diesel,Automatic,113.43 bhp,4.0,Mar 2026
19.1 kmpl,1493 cc,,Diesel,Automatic,114.41 bhp,4.0,Feb 2023
,1991 cc,1900 kg,Petrol,Automatic,254.79 bhp,4.0,Oct 2021
,1991 cc,1695 kg,Petrol,Automatic,301.73 bhp,4.0,Aug 2023
14.7 kmpl,1496 cc,1300 kg,Petrol,Automatic,120.69 bhp,3.0,Nov 2018
18.5 kmpl,1197 cc,1040 kg,Petrol,Manual,82.85 bhp,4.0,Oct 2013
18.5 kmpl,1197 cc,1040 kg,Petrol,Manual,82.85 bhp,4.0,Aug 2012
,1332 cc,1480 kg,Petrol,Automatic,160.92 bhp,4.0,Mar 2023
,2393 cc,1820 kg,Diesel,Manual,147.8 bhp,7.0,Jan 2017
,2143 cc,1585 kg,Diesel,Automatic,136 bhp,4.0,Apr 2015
17 kmpl,1198 cc,1069 kg,Petrol,Manual,73.75 bhp,3.0,Sept 2016
16.2 kmpl,1199 cc,1030 kg,Petrol,Manual,74 bhp,3.0,Mar 2015
16.47 kmpl,1198 cc,1053 kg,Petrol,Manual,74 bhp,3.0,Apr 2014
15.6 kmpl,1196 cc,1060 kg,Petrol,Manual,70.02 bhp,4.0,Jan 2013
15.6 kmpl,1196 cc,1090 kg,Petrol,Manual,70.02 bhp,4.0,Apr 2014
22.7 kmpl,799 cc,770 kg,Petrol,Manual,53.64 bhp,3.0,May 2016
18.4 kmpl,1198 cc,920-940 kg,Petrol,Manual,86.8 bhp,4.0,Jan 2013
16.8 kmpl,1497 cc,1100 kg,Petrol,Manual,116.4 bhp,4.0,Sept 2012
15.5 kmpl,1198 cc,990 kg,Petrol,Automatic,86.7 bhp,4.0,Oct 2014
23.1 kmpl,998 cc,835 kg,Petrol,Manual,67.04 bhp,3.0,May 2014
18.9 kmpl,1197 cc,935 kg,Petrol,Manual,82 bhp,4.0,Jul 2014
20.3 kmpl,998 cc,910 kg,Petrol,Manual,68.05 bhp,3.0,Aug 2017
19.4 kmpl,1198 cc,925 kg,Petrol,Manual,86.8 bhp,4.0,Mar 2026
17 kmpl,1197 cc,1100 kg,Petrol,Manual,,4.0,Jan 2011
13 kmpl,2179 cc,1830 kg,Diesel,Manual,120 bhp,4.0,Feb 2012
18.6 kmpl,1197 cc,1066 kg,Petrol,Manual,81.83 bhp,4.0,Feb 2014
17.6 kmpl,1496 cc,920 kg,Petrol,Manual,88.73 bhp,4.0,Feb 2012
23.01 kmpl,999 cc,730 kg,Petrol,Manual,67 bhp,3.0,May 2019
16.51 kmpl,1586 cc,1170 kg,Petrol,Manual,103.2 bhp,4.0,Apr 2014
16.8 kmpl,1497 cc,1095 kg,Petrol,Manual,116.3 bhp,4.0,Apr 2011
16.8 kmpl,1497 cc,1100 kg,Petrol,Manual,116.4 bhp,4.0,Oct 2011
17 kmpl,1197 cc,1020 kg,Petrol,Manual,,4.0,Nov 2011
19.81 kmpl,1086 cc,860 kg,Petrol,Manual,68.05 bhp,4.0,Jul 2014
17 kmpl,1497 cc,1100 kg,Petrol,Manual,,4.0,Jun 2011
18.5 kmpl,1197 cc,1120 kg,Petrol,Manual,82.85 bhp,4.0,May 2012
18.9 kmpl,1197 cc,935 kg,Petrol,Manual,82 bhp,4.0,Jul 2015
,2151 cc,,Diesel,Automatic,190 bhp,4.0,Jan 2025
,1991 cc,1695 kg,Petrol,Automatic,301.73 bhp,4.0,Jan 2024
,1969 cc,1825 kg,Diesel,Automatic,235 bhp,4.0,Aug 2020
23.01 kmpl,999 cc,730 kg,Petrol,Manual,67 bhp,3.0,Apr 2019
23.1 kmpl,998 cc,835 kg,Petrol,Manual,67.04 bhp,3.0,Apr 2017
21.4 kmpl,1197 cc,890 kg,Petrol,Manual,83.1 bhp,4.0,Dec 2015
18.4 kmpl,998 cc,,Petrol,Automatic,118 bhp,3.0,Apr 2025
14 kmpl,1497 cc,1490 kg,Petrol,Automatic,113.18 bhp,4.0,Aug 2021
18.12 kmpl,999 cc,1245 kg,Petrol,Automatic,113.98 bhp,3.0,Mar 2024
15.29 kmpl,1591 cc,1200 kg,,Manual,121.3 bhp,4.0,Aug 2018
19.65 kmpl,1197 cc,1150 kg,Petrol,Automatic,86.76 bhp,4.0,Oct 2021
16.38 kmpl,1995 cc,1517 kg,,Automatic,182.46 bhp,4.0,Sept 2017
19.56 kmpl,1197 cc,935 kg,Petrol,Automatic,81.80 bhp,4.0,Jun 2020
14.7 kmpl,1798 cc,1376 kg,Petrol,Automatic,177.5 bhp,4.0,Aug 2016
,2999 cc,2460 kg,Petrol,Automatic,362.07 bhp,6.0,Mar 2020
19.1 kmpl,1197 cc,1160 kg,Petrol,Manual,82 bhp,4.0,Aug 2014
19.1 kmpl,1197 cc,970 kg,Petrol,Manual,85.8 bhp,4.0,Jan 2014
,2755 cc,1880 kg,Diesel,Automatic,171.5 bhp,4.0,Feb 2018
,1991 cc,1510 kg,Petrol,Automatic,183 bhp,4.0,Jan 2018
,2393 cc,1805 kg,Diesel,Manual,147.8 bhp,4.0,Jun 2018
,1968 cc,1799 kg,Diesel,Automatic,148 bhp,4.0,Nov 2018
,2755 cc,1830 kg,Diesel,Automatic,171.5 bhp,4.0,Dec 2018
,2199 cc,2270 kg,Diesel,Automatic,197.26 bhp,4.0,May 2022
,1950 cc,2150 kg,Diesel,Automatic,241.38 bhp,4.0,Jul 2022
7.24 kmpl,4999 cc,2310 kg,,Automatic,517.63 bhp,8.0,Aug 2017
,2925 cc,2505 kg,Diesel,Automatic,325.86 bhp,6.0,Jan 2026
,2925 cc,2505 kg,Diesel,Automatic,325.86 bhp,6.0,Mar 2024
,2925 cc,2505 kg,Diesel,Automatic,325.86 bhp,6.0,Sept 2021
,2925 cc,2505 kg,Diesel,Automatic,325.86 bhp,6.0,Dec 2022
,2925 cc,2505 kg,Diesel,Automatic,325.86 bhp,6.0,Jan 2023
,2925 cc,2505 kg,Diesel,Automatic,325.86 bhp,6.0,Nov 2023
,3982 cc,2460 kg,Petrol,Automatic,549.81 bhp,8.0,Dec 2023
,2151 cc,,Diesel,Automatic,190 bhp,4.0,Dec 2024
,2993 cc,2115 kg,Diesel,Automatic,255 bhp,6.0,May 2016
,1950 cc,1805 kg,Diesel,Automatic,191.7 bhp,4.0,Dec 2020
17.2 kmpl,1969 cc,2350 kg,,Automatic,235 bhp,4.0,Jan 2016
,1999 cc,,Diesel,Automatic,201 bhp,4.0,Feb 2021
,2925 cc,2505 kg,Diesel,Automatic,325.86 bhp,6.0,Jul 2021
17.9 kmpl,2143 cc,2150 kg,,Automatic,201.15 bhp,4.0,Mar 2018
,2925 cc,2505 kg,Diesel,Automatic,325.86 bhp,6.0,Jan 2021
,2987 cc,2455 kg,Diesel,Automatic,258 bhp,6.0,May 2017
,2987 cc,2175 kg,Diesel,Automatic,254.79 bhp,6.0,Aug 2018
,2494 cc,2075 kg,Petrol,Automatic,115.32 bhp,4.0,Mar 2023
,1950 cc,1805 kg,Diesel,Automatic,191.7 bhp,4.0,Mar 2021
,2993 cc,2115 kg,Diesel,Automatic,255 bhp,6.0,Jan 2016
,1332 cc,1480 kg,Petrol,Automatic,160.92 bhp,4.0,May 2023
,2998 cc,2360 kg,Diesel,Automatic,345.98 bhp,6.0,Sept 2023
,1950 cc,1735 kg,Diesel,Automatic,191.76 bhp,4.0,Mar 2022
,3982 cc,2200 kg,Petrol,Automatic,496.17 bhp,8.0,Feb 2023
10 kmpl,1956 cc,,Diesel,Automatic,168 bhp,4.0,May 2025
,2996 cc,2240 kg,Petrol,Automatic,384.87 bhp,6.0,Jun 2018
,2925 cc,2505 kg,Diesel,Automatic,325.86 bhp,6.0,Aug 2021
,1993 cc,,Diesel,Automatic,265.52 bhp,4.0,Sept 2023
,1493 cc,,Diesel,Automatic,114.41 bhp,4.0,Aug 2023
,2755 cc,1830 kg,Diesel,Automatic,171.5 bhp,4.0,Dec 2017
14 kmpl,1497 cc,1450 kg,Petrol,Automatic,113.18 bhp,4.0,Nov 2023
17.9 kmpl,,,Petrol,Automatic,,4.0,Nov 2024
11 kmpl,1353 cc,1465 kg,Petrol,Automatic,138.12 bhp,4.0,Apr 2023
20.85 kmpl,1197 cc,935 kg,Petrol,Manual,83.14 bhp,4.0,May 2015
17.8 kmpl,1497 cc,1042 kg,Petrol,Manual,117.3 bhp,4.0,Oct 2016
15.5 kmpl,1198 cc,995 kg,Petrol,Automatic,86.7 bhp,4.0,Mar 2015
17.71 kmpl,1197 cc,930 kg,Petrol,Manual,78.9 bhp,4.0,Mar 2017
27.97 kmpl,1490 cc,1290-1295 kg,,Automatic,91.18 bhp,3.0,Jan 2023
,1493 cc,kerb weight kg,Diesel,Automatic,113.43 bhp,4.0,Dec 2020
17 kmpl,1497 cc,1430 kg,Petrol,Manual,113.18 bhp,4.0,Mar 2023
14.67 kmpl,1798 cc,1540 kg,Petrol,Automatic,177.46 bhp,4.0,Jun 2016
19.56 kmpl,1197 cc,910-935 kg,Petrol,Automatic,81.80 bhp,4.0,Oct 2020
20.51 kmpl,998 cc,870 kg,Petrol,Manual,67.04 bhp,3.0,Oct 2014
18.5 kmpl,1197 cc,1015 kg,Petrol,Manual,85.80 bhp,4.0,Sept 2012
17 kmpl,1497 cc,1100 kg,Petrol,Manual,,4.0,Dec 2010
19.65 kmpl,1197 cc,1150 kg,Petrol,Automatic,86.76 bhp,4.0,Feb 2021
17.5 kmpl,1298 cc,1035 kg,Petrol,Manual,85.8 bhp,4.0,Apr 2015
19.33 kmpl,1199 cc,1135 kg,Petrol,Manual,86.83 bhp,3.0,Oct 2020
17.19 kmpl,2198 cc,1855 kg,Diesel,Automatic,182.38 bhp,4.0,Nov 2022
32.52 km/kg,998 cc,905-910 kg,CNG,Manual,58.33 bhp,3.0,Mar 2022
17.19 kmpl,2198 cc,1855 kg,Diesel,Automatic,182.38 bhp,4.0,Mar 2023
22 kmpl,1582 cc,1285 kg,Diesel,Automatic,126.2 bhp,4.0,May 2018
,,,,Automatic,134 bhp,,Jan 2024
,2494 cc,1600 kg,Diesel,Manual,100.6 bhp,4.0,Feb 2015
17.7 kmpl,1497 cc,,,Automatic,113.18 bhp,4.0,Feb 2025
18.4 kmpl,1197 cc,1192 kg,Petrol,Manual,81.86 bhp,4.0,Aug 2021
,1493 cc,1430 kg,Diesel,Manual,113.98 bhp,4.0,Mar 2021
,2393 cc,1875 kg,Diesel,Automatic,148 bhp,4.0,Mar 2020
,,,,Automatic,174.33 bhp,,Jan 2024
17.2 kmpl,1968 cc,1644 kg,Diesel,Automatic,138.08 bhp,4.0,Jun 2015
,1086 cc,854 kg,Petrol,Manual,62 bhp,4.0,Jul 2011
14 kmpl,2755 cc,,Diesel,Automatic,201.15 bhp,4.0,Jan 2024
19.7 kmpl,1497 cc,1465 kg,Diesel,Automatic,115.05 bhp,4.0,Jul 2023
19 kmpl,1493 cc,1485 kg,Diesel,Automatic,113.42 bhp,4.0,Mar 2021
,2393 cc,1815 kg,Diesel,Manual,147.8 bhp,4.0,Oct 2019
19 kmpl,998 cc,860-895 kg,Petrol,Manual,66.1 bhp,3.0,Dec 2011
17.5 kmpl,1298 cc,1010 kg,Petrol,Manual,85.8 bhp,4.0,Sept 2009
17 kmpl,1497 cc,1100 kg,Petrol,Manual,,4.0,May 2010
,2179 cc,1900 kg,Diesel,Automatic,153.86 bhp,4.0,Aug 2018
17.96 kmpl,1197 cc,,Petrol,Automatic,109.96 bhp,3.0,Jul 2024
27.97 kmpl,1490 cc,1260-1275 kg,,Automatic,91.18 bhp,3.0,Feb 2025
18.6 kmpl,1197 cc,1066 kg,Petrol,Manual,81.83 bhp,4.0,Nov 2015
20.3 kmpl,1462 cc,1150-1205 kg,Petrol,Automatic,101.65 bhp,4.0,Oct 2022
,2179 cc,1780 kg,Diesel,Automatic,187.7 bhp,4.0,Jun 2014
20.3 kmpl,1086 cc,1050 kg,Petrol,Manual,68 bhp,4.0,Apr 2019
18.15 kmpl,998 cc,1440 kg,Petrol,Automatic,118.35 bhp,3.0,Oct 2019
17.1 kmpl,1956 cc,,Diesel,Automatic,168 bhp,4.0,Apr 2022
16 kmpl,2179 cc,1655 kg,,Manual,140 bhp,4.0,Mar 2017
12.4 kmpl,1996 cc,2410 kg,Diesel,Automatic,167.62 bhp,4.0,Mar 2020
16.8 kmpl,1497 cc,1555 kg,Petrol,Automatic,113.42 bhp,4.0,Feb 2021
21.21 kmpl,1197 cc,855-885 kg,Petrol,Automatic,81.80 bhp,4.0,May 2018
16.39 kmpl,1462 cc,1205 kg,,Automatic,103 bhp,4.0,Jun 2023
20.28 kmpl,1462 cc,1105 kg,Petrol,Automatic,103.25 bhp,4.0,Jun 2017
19.01 kmpl,1461 cc,1340 kg,,Manual,108.5 bhp,4.0,Jun 2014
17.45 kmpl,1493 cc,1065 kg,,Manual,100 bhp,3.0,May 2016
26.6 km/kg,998 cc,960 kg,CNG,Manual,58.16 bhp,3.0,Apr 2018
16.8 kmpl,1497 cc,1095 kg,Petrol,Manual,116.3 bhp,4.0,Jan 2012
,2993 cc,1780 kg,Diesel,Automatic,270.9 bhp,6.0,Sept 2012
14.08 kmpl,1956 cc,1825 kg,Diesel,Automatic,167.67 bhp,4.0,Jul 2021
12.62 kmpl,2198 cc,1879 kg,,Automatic,158 bhp,4.0,Feb 2018
26.11 km/kg,1462 cc,1250-1255 kg,CNG,Manual,86.63 bhp,4.0,Nov 2022
17.8 kmpl,1399 cc,1130 kg,Diesel,Manual,67 bhp,4.0,May 2013
26.21 kmpl,1248 cc,1105 kg,Diesel,Manual,88.5 bhp,4.0,Dec 2015
,2993 cc,1915 kg,Diesel,Automatic,375.48 bhp,6.0,Dec 2024
,1950 cc,1805 kg,Diesel,Automatic,191.7 bhp,4.0,Mar 2019
17.5 km/kg,1373 cc,1255 kg,CNG,Manual,80.46 bhp,4.0,Aug 2016
17.5 kmpl,1298 cc,1010 kg,Petrol,Manual,85.8 bhp,4.0,Feb 2011
9 kmpl,2184 cc,1755 kg,,Automatic,130 bhp,4.0,Mar 2022
,1968 cc,1799 kg,Diesel,Automatic,148 bhp,4.0,Jun 2018
19.16 kmpl,2487 cc,1665 kg,Petrol,Automatic,214.5 bhp,4.0,Mar 2022
20.77 kmpl,1248 cc,1235 kg,Diesel,Manual,88.76 bhp,4.0,Feb 2015
,1995 cc,2146 kg,Petrol,Automatic,268.20 bhp,4.0,Feb 2025
17.29 kmpl,1493 cc,1505 kg,,Manual,100 bhp,3.0,Jul 2021
16 kmpl,1368 cc,1562 s kg,,Automatic,160 bhp,4.0,Sept 2018
,1968 cc,1799 kg,Diesel,Automatic,148 bhp,4.0,Feb 2018
18.49 kmpl,1493 cc,1650 kg,,Manual,100 bhp,3.0,May 2018
25.47 kmpl,1248 cc,1245 kg,Diesel,Manual,88.50 bhp,4.0,Jan 2020
31.79 km/kg,998 cc,915 kg,CNG,Manual,58.2 bhp,3.0,Apr 2016
18.2 kmpl,998 cc,,,Manual,118 bhp,3.0,Feb 2025
13.24 kmpl,1598 cc,1320 kg,,Manual,102.5 bhp,4.0,Nov 2015
19.81 kmpl,1086 cc,860 kg,Petrol,Manual,68.05 bhp,4.0,May 2008
,1493 cc,,Diesel,Automatic,114.41 bhp,4.0,Apr 2023
25.24 kmpl,998 cc,810 kg,Petrol,Manual,67.77 bhp,3.0,Mar 2014
18.1 kmpl,1493 cc,,Diesel,Automatic,114 bhp,4.0,Feb 2022
20 kmpl,1197 cc,,Petrol,Automatic,87 bhp,4.0,May 2023
24.1 kmpl,1493 cc,,Diesel,Manual,114 bhp,4.0,Apr 2024
21.9 kmpl,1396 cc,1120 kg,Diesel,Manual,,4.0,Nov 2012
20.77 kmpl,1248 cc,1235 kg,Diesel,Manual,88.76 bhp,4.0,Sept 2014
18.27 kmpl,998 cc,1340 kg,Petrol,Manual,118.35 bhp,3.0,Feb 2020
12.34 kmpl,1451 cc,1780 kg,Petrol,Automatic,141 bhp,4.0,Nov 2023
18.9 kmpl,1197 cc,1120 kg,Petrol,Manual,81.86 bhp,4.0,Nov 2017
16.8 kmpl,1497 cc,1095 kg,Petrol,Manual,116.3 bhp,4.0,Feb 2016
,1968 cc,1640 kg,Diesel,Automatic,187.74 bhp,4.0,Mar 2017
,2143 cc,1655 kg,Diesel,Automatic,170 bhp,4.0,Oct 2017
14.6 kmpl,1956 cc,1675 kg,Diesel,Automatic,167.67 bhp,4.0,Jul 2022
16.1 kmpl,1353 cc,1445 kg,Petrol,Manual,138 bhp,4.0,Oct 2020
16.5 kmpl,1199 cc,1106 kg,Petrol,Manual,88.50 bhp,4.0,Jun 2022
19.01 kmpl,1462 cc,1135-1170 kg,Petrol,Manual,103.26 bhp,4.0,Mar 2019
15.1 kmpl,2179 cc,1755 kg,,Automatic,152.87 bhp,4.0,Jun 2019
18.3 kmpl,1498 cc,1107-1153 kg,Petrol,Automatic,119.35 bhp,4.0,Sept 2020
16.8 kmpl,1497 cc,1095 kg,Petrol,Manual,116.3 bhp,4.0,Apr 2013
,2143 cc,1585 kg,Diesel,Automatic,136 bhp,4.0,Jan 2017
12.05 kmpl,2157 cc,2160 kg,Diesel,Automatic,178.49 bhp,4.0,Apr 2019
17.3 kmpl,1497 cc,1145 kg,Petrol,Manual,117.3 bhp,4.0,Oct 2014
20 kmpl,1197 cc,,Petrol,Automatic,87 bhp,4.0,Mar 2026
16.02 kmpl,1373 cc,1160 kg,Petrol,Manual,93.7 bhp,4.0,Feb 2015
19.2 kmpl,999 cc,1195-1255 kg,,Manual,113.98 bhp,3.0,Jan 2022
15.9 kmpl,1496 cc,1225 kg,,Manual,120.69 bhp,3.0,Aug 2020
,1999 cc,2000 kg,Petrol,Automatic,254.79 bhp,4.0,Jun 2023
18 kmpl,1198 cc,950 kg,Petrol,Manual,86.7 bhp,4.0,Mar 2014
,1497 cc,1595 kg,Diesel,Manual,114.41 bhp,4.0,Feb 2023
14.82 kmpl,1498 cc,1400 kg,Petrol,Automatic,108.49 bhp,4.0,Jan 2022
20.8 kmpl,1493 cc,1535 kg,Diesel,Manual,113.43 bhp,4.0,Feb 2021
18 kmpl,1198 cc,950 kg,Petrol,Manual,86.7 bhp,4.0,Jul 2015
15.6 kmpl,1497 cc,1145 kg,Petrol,Automatic,116.3 bhp,4.0,Mar 2012
20.58 kmpl,1462 cc,1185-1210 kg,,Automatic,101.64 bhp,4.0,Jun 2024
21.56 kmpl,1462 cc,1025 kg,Petrol,Manual,103.25 bhp,4.0,Nov 2019
17.8 kmpl,1198 cc,955 kg,Petrol,Manual,86.7 bhp,4.0,Jan 2018
19.3 kmpl,1968 cc,1395 kg,Diesel,Automatic,141 bhp,4.0,Aug 2014
17.4 kmpl,1497 cc,1063 kg,Petrol,Manual,117.60 bhp,4.0,Oct 2021
18.3 kmpl,1199 cc,957 kg,Petrol,Automatic,88.50 bhp,4.0,Jan 2024
17.33 kmpl,1199 cc,1230 kg,Petrol,Manual,118.35 bhp,3.0,Feb 2022
24.79 kmpl,1197 cc,920-960 kg,Petrol,Manual,80 bhp,3.0,Jan 2025
25.5 kmpl,1498 cc,1198 kg,,Manual,98.6 bhp,4.0,Jan 2019
13 kmpl,1591 cc,1280 kg,,Automatic,121.3 bhp,4.0,Aug 2017
17.99 kmpl,1462 cc,1190 kg,Petrol,Automatic,103.2 bhp,4.0,Oct 2021
16.47 kmpl,1198 cc,1055 kg,Petrol,Manual,73.9 bhp,3.0,Dec 2012
18.15 kmpl,1198 cc,935 kg,Petrol,Manual,82 bhp,3.0,Dec 2017
20.71 kmpl,799 cc,770 kg,Petrol,Manual,53.64 bhp,3.0,Sept 2016
18.9 kmpl,1197 cc,935 kg,Petrol,Manual,82 bhp,4.0,Jun 2016
18.16 kmpl,1196 cc,990 kg,Petrol,Manual,86.8 bhp,4.0,Oct 2015
16.51 kmpl,1586 cc,1200 kg,Petrol,Manual,103.2 bhp,4.0,Jan 2014
18.5 kmpl,1197 cc,1015 kg,Petrol,Manual,85.80 bhp,4.0,Jan 2011
18.3 kmpl,1197 cc,895 kg,Petrol,Manual,,4.0,Jul 2011
22.5 kmpl,999 cc,750 kg,Petrol,Manual,67 bhp,3.0,Dec 2017
18.9 kmpl,1197 cc,935 kg,Petrol,Manual,82 bhp,4.0,Jul 2017
22.7 kmpl,799 cc,750 kg,Petrol,Manual,53.64 bhp,3.0,May 2018
16 kmpl,1198 cc,1055 kg,Petrol,Manual,,4.0,May 2012
27.3 kmpl,1498 cc,1154 kg,Diesel,Manual,98.6 bhp,4.0,Jul 2015
17 kmpl,1497 cc,1100 kg,Petrol,Manual,,4.0,Jan 2010
19.33 kmpl,1968 cc,1445 kg,Diesel,Manual,138.1 bhp,4.0,Sept 2013
26.6 km/kg,998 cc,960 kg,CNG,Manual,58.16 bhp,3.0,Aug 2013
20.51 kmpl,998 cc,890 kg,Petrol,Manual,67.04 bhp,3.0,Jan 2015
,1968 cc,1990 kg,Diesel,Automatic,188 bhp,4.0,Jan 2018
,2143 cc,1570 kg,Diesel,Automatic,134.1 bhp,4.0,Sept 2019
,1950 cc,1655 kg,Diesel,Automatic,194 bhp,4.0,Sept 2020
,2199 cc,2320 kg,Diesel,Automatic,197.26 bhp,4.0,Mar 2020
