Registration Year,Insurance,Seats,Kms Driven,Ownership,Engine Displacement,Transmission,Drive Type,Mileage,Engine Type,Max_Power_clean,Max_Power_RPM,Max_Torque_Nm,Max_Torque_RPM,Valves Per Cylinder,Fuel Supply System,Turbo Charger,Transmission Type,Gearbox,Emission Norm Compliance,Front Suspension,Rear Suspension,Steering Type,Steering Column,Front Brake Type,Rear Brake Type,Ground Clearance Unladen,Wheel Base,Gross Weight,Price,Diesel Mileage ARAI,Diesel Fuel Tank Capacity,Top Speed,Volume
2020.0,Unknown,7.0,70790,1,1969,Automatic,AWD,17.2,Turbocharged,235.0,4250.0,480.0,1750.0,4.0,Direct Injection,Yes,Automatic,8.0,BS VI,Standard/Other,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,238.0,2984.0,Unknown,495000.0,17.2,68.0,180,18813168000.0
2022.0,Comprehensive,5.0,55000,1,1956,Automatic,FWD,14.6,Turbocharged,167.67,3750.0,350.0,2500.0,4.0,MPFi,Yes,Automatic,6.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,157.0,2741.0,Unknown,1207000.0,14.6,50.0,Unknown,14856892072.0
2022.0,Comprehensive,7.0,39000,1,1956,Automatic,FWD,15.7,Standard,167.67,3750.0,350.0,2500.0,4.0,EFI,Yes,Automatic,9.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Solid Disc,165.0,2782.0,Unknown,380000.0,15.7,60.0,198,15053739558.0
2023.0,Unknown,5.0,40000,1,1993,Automatic,AWD,16.8,Turbocharged,265.52,4200.0,550.0,2200.0,4.0,MPFi,Yes,Automatic,9.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Fixed,Solid Disc,Solid Disc,165.0,2500.0,Unknown,260000.0,27.39,93.0,230,19064817060.0
2022.0,Comprehensive,5.0,55000,1,1956,Automatic,FWD,14.6,Turbocharged,167.67,3750.0,350.0,2500.0,4.0,CRDi,Yes,Automatic,6.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,165.0,2741.0,Unknown,150000.0,14.6,50.0,Unknown,14856892072.0
2022.0,Comprehensive,7.0,39000,1,1956,Automatic,FWD,15.7,Standard,167.67,3750.0,350.0,2500.0,4.0,MPFi,Yes,Automatic,9.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Solid Disc,160.0,2782.0,Unknown,300000.0,15.7,60.0,198,15053739558.0
2023.0,Unknown,5.0,40000,1,1993,Automatic,AWD,22.3,Turbocharged,265.52,4200.0,550.0,2200.0,4.0,CRDi,Yes,Automatic,9.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Fixed,Solid Disc,Solid Disc,170.0,2500.0,Unknown,,27.39,93.0,230,19064817060.0
2019.0,Unknown,5.0,69923,1,1956,Manual,FWD,17.41,In-Line,167.68,3750.0,350.0,2500.0,4.0,MPFi,Yes,Manual,6.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Solid Disc,209.0,2750.0,Unknown,369000.0,17.41,60.0,Unknown,15033788000.0
2015.0,Unknown,5.0,136382,3,1582,Manual,FWD,19.67,V-Type,126.2,4000.0,259.9,2750.0,4.0,CRDi,Yes,Manual,6.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,190.0,2590.0,Unknown,4500000.0,19.67,55.0,190,12388978000.0
2016.0,Unknown,5.0,160000,2,1248,Manual,FWD,25.2,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,163.0,2450.0,1405.0,2375000.0,25.2,42.0,155,10193472000.0
2014.0,Unknown,5.0,90000,2,2993,Automatic,RWD,33.0,Standard,258.0,4000.0,560.0,1500.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Power Adjustable,Solid Disc,Solid Disc,152.0,3210.0,Unknown,336000.0,16.46,80.0,250,16556244138.0
2013.0,Unknown,5.0,120000,1,1995,Automatic,RWD,27.39,Standard,184.0,4000.0,380.0,2750.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,157.0,2810.0,Unknown,422000.0,18.88,60.0,235,13420230576.0
2016.0,Unknown,7.0,100000,2,2179,Manual,FWD,16.0,Standard,140.0,3750.0,330.0,2800.0,4.0,Direct Injection,Yes,Manual,6.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,200.0,2700.0,2510.0,469000.0,16.0,70.0,185,15468185250.0
2019.0,Unknown,5.0,80000,1,1497,Manual,FWD,20.0,Standard,115.0,3750.0,300.0,2500.0,4.0,CRDi,Yes,Manual,6.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Solid Disc,Solid Disc,180.0,2600.0,Unknown,969000.0,20.0,42.0,175,11836254165.0
2018.0,Zero Dep,5.0,122000,2,2143,Automatic,FWD,16.8,Standard,136.0,4400.0,300.0,3000.0,4.0,CRDi,Yes,Automatic,7.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,160.0,2699.0,2005.0,1345000.0,17.9,56.0,220,11781794320.0
2022.0,Comprehensive,5.0,66180,1,1497,Automatic,FWD,22.07,V-Type,108.49,4000.0,260.0,2750.0,4.0,Direct Injection,Yes,Automatic,6.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,209.0,2498.0,Unknown,774000.0,22.07,44.0,Unknown,11613504738.0
2018.0,Comprehensive,5.0,12582,1,1248,Manual,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,170.0,2520.0,1430.0,426000.0,27.39,37.0,170,10526625250.0
2022.0,Comprehensive,4.0,16354,1,2184,Manual,4WD,9.0,Standard,130.07,3750.0,300.0,2800.0,4.0,MPFi,Yes,Manual,6.0,BS VI 2.0,Double Wishbone,Multi-Link,Hydraulic,Tilt Only,Solid Disc,Drum,226.0,2450.0,Unknown,265000.0,27.39,57.0,Unknown,13373978800.0
2022.0,Comprehensive,4.0,16354,1,2184,Manual,4WD,9.0,Standard,130.07,3750.0,300.0,2800.0,4.0,EFI,Yes,Manual,6.0,BS VI 2.0,Double Wishbone,Multi-Link,Hydraulic,Tilt Only,Solid Disc,Drum,226.0,2450.0,Unknown,110000.0,27.39,57.0,Unknown,13373978800.0
2021.0,Comprehensive,5.0,62060,1,1497,Manual,FWD,21.19,V-Type,108.49,4000.0,260.0,2750.0,4.0,EFI,Yes,Manual,6.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,209.0,2498.0,Unknown,1324000.0,21.19,44.0,Unknown,11613504738.0
2020.0,Comprehensive,5.0,69924,1,1248,Manual,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2520.0,1430.0,434999.0,27.39,37.0,170,10526625250.0
2015.0,Comprehensive,5.0,110187,1,1396,Manual,FWD,22.54,Standard,88.73,4000.0,219.7,2750.0,4.0,CRDi,Yes,Manual,6.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2570.0,Unknown,519000.0,22.54,45.0,180,10399534950.0
2016.0,Comprehensive,5.0,131154,1,1248,Manual,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2520.0,1430.0,293000.0,27.39,37.0,170,10526625250.0
2020.0,Comprehensive,5.0,86752,2,1493,Automatic,2WD,19.1,Standard,114.41,4000.0,250.0,2750.0,4.0,CRDi,Yes,Automatic,6.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,180.0,2610.0,Unknown,1085000.0,19.1,50.0,Unknown,12924765000.0
2020.0,Comprehensive,5.0,86752,2,1493,Automatic,2WD,19.1,Standard,114.41,4000.0,250.0,2750.0,4.0,CRDi,Yes,Automatic,6.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,160.0,2610.0,Unknown,150000.0,19.1,50.0,Unknown,12924765000.0
2020.0,Comprehensive,5.0,119702,1,1493,Automatic,2WD,19.1,Standard,114.41,4000.0,250.0,2750.0,4.0,CRDi,Yes,Automatic,6.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,165.0,2610.0,Unknown,413999.0,19.1,50.0,Unknown,12924765000.0
2021.0,Comprehensive,5.0,28025,1,1493,Manual,FWD,25.0,Standard,113.45,4000.0,250.0,2750.0,4.0,CRDi,Yes,Manual,6.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,170.0,2600.0,Unknown,1846000.0,25.0,45.0,Unknown,11323221000.0
2017.0,Comprehensive,5.0,29637,1,1248,Manual,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2520.0,1430.0,,27.39,37.0,170,10526625250.0
2016.0,Unknown,5.0,160000,2,1248,Manual,FWD,25.2,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,163.0,2450.0,1405.0,819999.0,25.2,42.0,155,10193472000.0
2014.0,Unknown,5.0,90000,2,2993,Automatic,RWD,20.0,Standard,258.0,4000.0,560.0,1500.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Power Adjustable,Solid Disc,Solid Disc,152.0,3210.0,Unknown,1214000.0,16.46,80.0,250,16556244138.0
2017.0,Comprehensive,5.0,85454,1,1248,Manual,FWD,13.0,Standard Brand Engine,88.5,4000.0,200.0,1750.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,165.0,2600.0,Unknown,1283000.0,27.39,37.0,Unknown,10225002750.0
2022.0,Comprehensive,5.0,31461,1,1248,Manual,FWD,17.0,Standard Brand Engine,88.5,4000.0,200.0,1750.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,170.0,2600.0,Unknown,347000.0,27.39,37.0,Unknown,10225002750.0
2022.0,Comprehensive,5.0,31461,1,1248,Manual,FWD,17.41,Standard Brand Engine,88.5,4000.0,200.0,1750.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,165.0,2600.0,Unknown,819999.0,27.39,37.0,Unknown,10225002750.0
2021.0,Comprehensive,6.0,97222,1,1493,Automatic,FWD,18.1,Standard,114.0,4000.0,250.0,2750.0,4.0,Other,Yes,Automatic,6.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,170.0,2760.0,Unknown,819999.0,18.1,50.0,Unknown,14035680000.0
2018.0,Comprehensive,5.0,110200,1,1248,Manual,FWD,18.4,Standard Brand Engine,88.5,4000.0,200.0,1750.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,185.0,2600.0,Unknown,1250000.0,27.39,37.0,Unknown,10225002750.0
2016.0,Comprehensive,5.0,91143,1,1248,Manual,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,170.0,2520.0,1430.0,822000.0,27.39,37.0,170,10526625250.0
2023.0,Comprehensive,7.0,39262,1,2198,Automatic,4WD,15.42,Standard,172.45,3500.0,400.0,2750.0,4.0,MPFi,Yes,Automatic,6.0,BS VI 2.0,Double Wishbone,Multi-Link,Electric,Tilt Only,Ventilated Disc,Ventilated Disc,170.0,2750.0,Unknown,822000.0,15.42,37.0,165,16596109278.0
2016.0,Comprehensive,5.0,44666,1,1248,Manual,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2520.0,1430.0,1217000.0,27.39,37.0,170,10526625250.0
2020.0,Comprehensive,5.0,69425,1,1248,Manual,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2520.0,1430.0,398000.0,27.39,37.0,170,10526625250.0
2020.0,Comprehensive,5.0,69425,1,1248,Manual,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2520.0,1430.0,200000.0,27.39,37.0,170,10526625250.0
2021.0,Comprehensive,5.0,45140,1,2143,Automatic,RWD,21.56,In-Line,167.62,4200.0,400.0,2800.0,4.0,CRDi,Yes,Automatic,9.0,BS V,Standard/Other,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,157.0,2840.0,2135.0,150000.0,19.27,66.0,233,13649568240.0
2016.0,Unknown,5.0,160000,2,1248,Manual,FWD,25.2,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,163.0,2450.0,1405.0,324000.0,25.2,42.0,155,10193472000.0
2014.0,Unknown,5.0,90000,2,2993,Automatic,RWD,20.51,Standard,258.0,4000.0,560.0,1500.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Power Adjustable,Solid Disc,Solid Disc,152.0,3210.0,Unknown,562000.0,16.46,80.0,250,16556244138.0
2016.0,Comprehensive,5.0,70741,1,1248,Manual,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2520.0,1430.0,292000.0,27.39,37.0,170,10526625250.0
2020.0,Comprehensive,5.0,39299,1,1493,Manual,FWD,25.0,Standard,113.45,4000.0,250.0,2750.0,4.0,CRDi,Yes,Manual,6.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Drum,160.0,2600.0,Unknown,303000.0,25.0,45.0,Unknown,11323221000.0
2018.0,Comprehensive,5.0,50816,2,1396,Manual,FWD,22.54,Standard,88.73,4000.0,219.7,2750.0,4.0,CRDi,Yes,Manual,6.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2570.0,Unknown,324000.0,22.54,45.0,180,10399534950.0
2017.0,Third Party,7.0,60132,2,1968,Automatic,4WD,18.9,Standard,148.0,4000.0,340.0,3000.0,4.0,CRDi,Yes,Automatic,7.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Solid Disc,188.0,2791.0,2449.0,292000.0,16.25,63.0,200,14815427704.0
2021.0,Comprehensive,5.0,49632,2,1950,Automatic,RWD,18.9,In-Line,245.0,4200.0,500.0,2400.0,4.0,CRDi,Yes,Automatic,9.0,BS VI,Standard/Other,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,157.0,2840.0,2215.0,524000.0,12.6,66.0,250,13649568240.0
2021.0,Comprehensive,5.0,59639,1,1956,Manual,FWD,17.41,In-Line,167.68,3750.0,350.0,2500.0,4.0,MPFi,Yes,Manual,6.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Solid Disc,183.0,2750.0,Unknown,3434000.0,17.41,60.0,Unknown,15033788000.0
2017.0,Third Party,7.0,60132,2,1968,Automatic,4WD,17.0,Standard,148.0,4000.0,340.0,3000.0,4.0,CRDi,Yes,Automatic,7.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Solid Disc,188.0,2791.0,2449.0,341000.0,16.25,63.0,200,14815427704.0
2021.0,Comprehensive,5.0,49632,2,1950,Automatic,RWD,21.56,In-Line,245.0,4200.0,500.0,2400.0,4.0,CRDi,Yes,Automatic,9.0,BS VI,Standard/Other,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,157.0,2840.0,2215.0,360000.0,12.6,66.0,250,13649568240.0
2021.0,Comprehensive,5.0,59639,1,1956,Manual,FWD,17.41,In-Line,167.68,3750.0,350.0,2500.0,4.0,Direct Injection,Yes,Manual,6.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Solid Disc,183.0,2750.0,Unknown,210000.0,17.41,60.0,Unknown,15033788000.0
2018.0,Comprehensive,7.0,67118,1,2393,Manual,RWD,20.0,Standard,148.0,3400.0,343.0,2800.0,4.0,CRDi,Yes,Manual,5.0,BS VI,Double Wishbone,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Drum,180.0,2750.0,2450.0,1250000.0,12.0,55.0,Unknown,15553764750.0
2013.0,Unknown,5.0,120000,1,1995,Automatic,RWD,19.03,Standard,184.0,4000.0,380.0,2750.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,157.0,2810.0,Unknown,300000.0,18.88,60.0,235,13420230576.0
2016.0,Unknown,7.0,100000,2,2179,Manual,FWD,16.0,Standard,140.0,3750.0,330.0,2800.0,4.0,Direct Injection,Yes,Manual,6.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,200.0,2700.0,2510.0,953999.0,16.0,70.0,185,15468185250.0
2019.0,Unknown,5.0,80000,1,1497,Manual,FWD,20.0,Standard,115.0,3750.0,300.0,2500.0,4.0,CRDi,Yes,Manual,6.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Solid Disc,Solid Disc,180.0,2600.0,Unknown,949000.0,20.0,42.0,175,11836254165.0
2018.0,Zero Dep,5.0,122000,2,2143,Automatic,FWD,16.11,Standard,136.0,4400.0,300.0,3000.0,4.0,CRDi,Yes,Automatic,7.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,160.0,2699.0,2005.0,599000.0,17.9,56.0,220,11781794320.0
2018.0,Comprehensive,5.0,78258,1,1461,Automatic,FWD,19.61,Standard,108.5,3900.0,248.0,2250.0,4.0,CRDi,Yes,Automatic,6.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,205.0,2673.0,1787.0,926000.0,19.61,50.0,168,14474202000.0
2015.0,Comprehensive,5.0,55706,2,1968,Automatic,FWD,33.0,Standard,174.33,4200.0,380.0,2500.0,4.0,CRDi,Yes,Automatic,8.0,BS V,Standard/Other,Standard/Other,Power,Tilt Only,Ventilated Disc,Ventilated Disc,165.0,2912.0,2165.0,3322999.0,17.68,65.0,222,14917663950.0
2013.0,Unknown,5.0,120000,1,1995,Automatic,RWD,14.82,Standard,184.0,4000.0,380.0,2750.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,157.0,2810.0,Unknown,155000.0,18.88,60.0,235,13420230576.0
2016.0,Unknown,7.0,100000,2,2179,Manual,FWD,16.0,Standard,140.0,3750.0,330.0,2800.0,4.0,Direct Injection,Yes,Manual,6.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,200.0,2700.0,2510.0,376000.0,16.0,70.0,185,15468185250.0
2019.0,Unknown,5.0,80000,1,1497,Manual,FWD,20.0,Standard,115.0,3750.0,300.0,2500.0,4.0,CRDi,Yes,Manual,6.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Solid Disc,Solid Disc,180.0,2600.0,Unknown,197000.0,20.0,42.0,175,11836254165.0
2018.0,Zero Dep,5.0,122000,2,2143,Automatic,FWD,17.9,Standard,136.0,4400.0,300.0,3000.0,4.0,CRDi,Yes,Automatic,7.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,160.0,2699.0,2005.0,283000.0,17.9,56.0,220,11781794320.0
2019.0,Comprehensive,5.0,19960,1,1248,Manual,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,170.0,2520.0,1430.0,278000.0,27.39,37.0,170,10526625250.0
2021.0,Comprehensive,5.0,31628,1,1248,Manual,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2520.0,1430.0,650000.0,27.39,37.0,170,10526625250.0
2016.0,Unknown,5.0,160000,2,1248,Manual,FWD,25.2,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,163.0,2450.0,1405.0,1156000.0,25.2,42.0,155,10193472000.0
2014.0,Unknown,5.0,90000,2,2993,Automatic,RWD,16.0,Standard,258.0,4000.0,560.0,1500.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Power Adjustable,Solid Disc,Solid Disc,152.0,3210.0,Unknown,294000.0,16.46,80.0,250,16556244138.0
2021.0,Comprehensive,5.0,30433,1,1497,Automatic,FWD,22.07,V-Type,108.49,4000.0,260.0,2750.0,4.0,EFI,Yes,Automatic,6.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,209.0,2498.0,Unknown,633000.0,22.07,44.0,Unknown,11613504738.0
2016.0,Comprehensive,5.0,20648,1,1248,Manual,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2520.0,1430.0,450000.0,27.39,37.0,170,10526625250.0
2016.0,Comprehensive,5.0,20648,1,1248,Manual,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2520.0,1430.0,260000.0,27.39,37.0,170,10526625250.0
2021.0,Comprehensive,5.0,44846,1,1248,Manual,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2520.0,1430.0,248000.0,27.39,37.0,170,10526625250.0
2017.0,Comprehensive,5.0,16370,1,1248,Manual,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,170.0,2520.0,1430.0,474000.0,27.39,37.0,170,10526625250.0
2016.0,Comprehensive,5.0,20648,1,1248,Manual,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2520.0,1430.0,260000.0,27.39,37.0,170,10526625250.0
2013.0,Unknown,5.0,120000,1,1995,Automatic,RWD,14.0,Standard,184.0,4000.0,380.0,2750.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,157.0,2810.0,Unknown,300000.0,18.88,60.0,235,13420230576.0
2016.0,Unknown,7.0,100000,2,2179,Manual,FWD,16.0,Standard,140.0,3750.0,330.0,2800.0,4.0,Direct Injection,Yes,Manual,6.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,200.0,2700.0,2510.0,117000.0,16.0,70.0,185,15468185250.0
2019.0,Unknown,5.0,80000,1,1497,Manual,FWD,20.0,Standard,115.0,3750.0,300.0,2500.0,4.0,CRDi,Yes,Manual,6.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Solid Disc,Solid Disc,180.0,2600.0,Unknown,594000.0,20.0,42.0,175,11836254165.0
2018.0,Zero Dep,5.0,122000,2,2143,Automatic,FWD,21.5,Standard,136.0,4400.0,300.0,3000.0,4.0,CRDi,Yes,Automatic,7.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,160.0,2699.0,2005.0,471000.0,17.9,56.0,220,11781794320.0
2021.0,Comprehensive,5.0,44846,1,1248,Manual,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2520.0,1430.0,1666000.0,27.39,37.0,170,10526625250.0
2017.0,Comprehensive,5.0,16370,1,1248,Manual,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,170.0,2520.0,1430.0,518000.0,27.39,37.0,170,10526625250.0
2016.0,Comprehensive,5.0,20648,1,1248,Manual,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2520.0,1430.0,100000.0,27.39,37.0,170,10526625250.0
2021.0,Comprehensive,5.0,44846,1,1248,Manual,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2520.0,1430.0,1666000.0,27.39,37.0,170,10526625250.0
